,Play Type,Outcome
0,Catch + Shoot (3PT),1
1,Drive Left,0
2,Drive Right,0
3,Transition,1
4,Transition,1
5,Drive Left,1
6,Drive Left,0
7,Drive Left,0
8,Off-Ball Cut,1
9,Drive Right,0
10,Transition,0
11,Transition,0
12,Drive Left,0
13,Pull-Up (2PT),0
14,Catch + Shoot (3PT),1
15,Transition,0
16,Drive Right,0
17,Drive + Dump,1
18,Catch + Shoot (3PT),0
19,Drive Right,0
20,Catch + Shoot (3PT),0
21,Pull-Up (2PT),0
22,Catch + Shoot (3PT),0
23,Pull-Up (2PT),0
24,Drive Right,1
25,Drive Right,1
26,Pull-Up (2PT),0
27,Drive Left,0
28,Catch + Shoot (2PT),1
29,Drive Right,1
30,Transition,1
31,Pull-Up (2PT),0
32,Drive Left,0
33,Drive Right,0
34,Drive Left,1
